,text,label
1555,Parliament can consider increasing Judges' salary; not us: SC,0
1556,Pics: Deepika Padukone spends an enjoyable weekend with friends in Bangalore,0
1557,"After the new Traffic Penalties kick in, banks open branch at every traffic junction",1
1558,Maharashtra: No stay on PG medical intake in plea against in-service quota,0
1559,Erring motorists fined Rs 2 crore since beginning of lockdown,0
1560,Afghani refugee shot dead trying to enter Bulgaria: Interior ministry,0
1561,Water cut cancelled due to President Ram Nath Kovind's visit in Pune,0
1562,Rescue team from Pakistan forgets to rescue people stuck under debris in Turkey after they find huge amount of flour and breads under a collapsed restaurant,1
1563,FOMO Factor Makes Man Glue Utensil To His Body Post Vaccination,1
1564,Sensitize lawyers on impact ofstrikes on courts' working: HC,0
1565,Dhoni replaces Akshay Kumar as the ambassador of Manappuram Gold Loan »,1
1566,Akshay Kumar’s Ram Setu likely to get postponed as Distributors not ready to take down Brahmastra,1
1567,Skit: How an aspiring journalist nailed his interview with Times Now – Part III,1
1568,Man falls in love with his wife and breaks up with girlfriend during lockdown,1
1569,"After repeating bribery remark, Arvind Kejriwal dares Chief Election Commissioner Brahma for debate",1
1570,UP: Netas need not study; educated spoil atmosphere; says minister,0
1571,Defending champion Emma Raducanu crashes out in first round of US Open,0
1572,Trump tried to call New York prosecutor before firing him - source,0
1573,In Pictures: Bajrangi Bhaijaan Part II,1
1574,"Shows Like Fauda, Tehran And Mossad Real Cause Behind Israel Palestine Conflict : Malala",1
1575,Frustrated Shahid Afridi to join Baba Ramdev in hunger strike »,1
1576,Desperate Sonia directs Dr Manmohan Singh to lend voice to ongoing protests in Parliament,1
1577,Woman Beats Up Her Husband For Not Demanding Enough Dowry,1
1578,COMIC: What happened when the Congress tried to knock out Smriti Irani,1
1579,Venkaiah Naidu to open 3-day meet on economics of outer space,0
1580,Taliban leader Mullah Akhtar Mansour killed in US drone attack in Pakistan,0
1581,"As Kanhaiya Kumar gets busy with Hyderabad protest, Rahul Gandhi steps up to finish his PhD thesis",1
1582,how suspended military engineer services officer pulled off burglaries,0
1583,Nani unveils first single from upcoming film 'Krishnarjuna Yudham',0
1584,Thousands of Salmaniacs reach Rio to support bhai; ‘Iss Eid Rio Olympics’ trends on Twitter,1
1585,28;978 Covid-19 cases; 232 deaths in Tamil Nadu; 7;149 new cases in Chennai,0
1586,UPSC Aspirant Becomes Ambulance Driver After He Realises That Govt Has Banned Beacon Cars For IAS Officers,1
1587,“Anna’s protest could have hurt India’s growth” Dr. Manmohan Singh defends decision to arrest Anna »,1
1588,"New protests in Karnataka, Tamil Nadu over Kaveri Express; neither state wants the dreadful train",1
1589,Sukhbir on stone-laying spree; unmindful of incomplete projects,0
1590,st miras college for girls organises a webinar on expedition to mount everest,0
1591,"UnReal Toon: Dear Media, you reap what you sow",1
1592,Man beats his wives during Pathaan movie for 4D experience,1
1593,Everyone Stands Up To Applaud A Man Who Didn’t Standup The Moment Plane Landed,1
1594,Two killed in attack over past enmity in Rajasthan's Kota district,0
1595,ISI Chief Pasha on why Agent Vinod was banned in Pakistan: How dare they show ISI as the good guys? »,1
1596,"Imran Khan announces package for Coronavirus, orders 14,000 begging bowls from Amazon",1
1597,ORR corridor: BMRCL gets nod to fell 577; translocate 212 trees,0
1598,Sharad Pawar angry at MLAs for not using his referral code while booking Hotel Grand Hyatt,1
1599,Chief minister Raghubar Das visits Jain shrine; vows tourism boost in Parasnath,0
1600,Ferozabad: Theft at farmers' leader's house; just 10m from police outpost,0
1601,Three offer customs official Rs 10 lakh to settle smuggling case; arrested,0
1602,Elon Musk Asks Twitter Employees their Pronouns and Fires those who Answered,1
1603,Bandits gone; people vote freely in hilly terrain of Chitrakoot,0
1604,Room to expand; but state stares at Rs 19;200cr tax burden on pet projects,0
1605,Mark Zukerberg Launches New Social Media Platform Only To Ban Donald Trump There As Well,1
1606,Sri Lanka’s Ranking in World’s Happiness Index Further Improves as Citizens Get to Enjoy Presidential Level Privileges,1
1607,Facebook Wall: Reactions to Adnan Sami being granted Indian citizenship,1
1608,MC to build parking for MRF centre at Industrial Area Phase 2 for 1.24cr,0
1609,Latest Update In Zomato Case: FIR Against Traffic Signal Which Caused The Delay In Food Delivery,1
1610,"After Jawed Habib Joins BJP, Congress Likely To Rope In Dr. Batra",1
1611,Indian players to play wearing rain coats against Nepal if it rains,1
1612,Queen Consort Camilla heads home after wellness trip to Bengaluru,0
1613,Bhagwant Mann says he deboarded the Plane at Frankfurt Airport because the Plane wasn’t moving straight,1
1614,DJs Mr Doss and Yidam enthrall at The Basement; Hotel Samilton in Kolkata,0
1615,CAPTION THIS: What did the aunty say to PM Modi on the metro?,1
1616,Government decides to quit chasing Vijay Mallya after he takes admission in JNU as PhD scholar,1
1617,REVEALED: The real reason behind Shah Rukh Khan’s detention – Dilwale DVDs in his baggage,1
1618,Guardiola’s mail box flooded with Dr. Batra’s emails saying ‘Bald head is preventing him from winning the Champions League’,1
1619,Mumbai: Jumbo centre at Mahalaxmi first to be packed up without seeing single patient,0
1620,Indian players queue up outside Karan Johar’s house after watching Hardik Pandya’s performance. #INDvAUS,1
1621,Karnataka high court says lack of rules leading to litigation,0
1622,Stung government plans infrastructure push to get economy moving,0
1623,Scheme not okayed but builders receiving bookings from buyers,0
1624,COMIC: PM Narendra Modi trolls Priyanka Gandhi,1
1625,Making wild; unfounded allegations against spouse with employer is cruelty: High Court,0
1626,Offended by the producer character in Iraivi? What about these; then?,0
1627,naagins aashka goradia and fianc brent goble are on their pre wedding honeymoon see pics,0
1628,Man Quits Job After He Didn’t Get Sexual Benefits From The Female Intern Whom He Has Been Helping Without Any Expectations,1
1629,Two hotspots to be shifted into green zone; 3 into orange zone,0
1630,AgustaWestland impact: Vivek Agnihotri to make new movie titled “Buddhi In Air Traffic Jam”,1
1631,Suicide bomber targets Afghans celebrating truce; killing 10,0
1632,My budget would be a balanced one: Former standing committee chairman Sandip Joshi,0
1633,'Rocket Man' vs 'Dotard': US-North Korea's verbal war goes 'bombastic',0
1634,Catholic association calls for security for feast of St Vaz at Sancoale,0
1635,Video: Bhajji da FORCE »,1
1636,Kremlin says it wants apology from Fox News over Putin comments,0
1637,"Kashmiri girls happy about scrapping of article 370, say they can now marry Manish Sisodia",1
1638,"Kerala Youth Proposes An Unique Idea To Fight Vaccine Raw Material Shortage, Ready To Smuggle The Raw Material By Concealing It In His Rectum",1
1639,Wall St Week Ahead-Beyond jobs; car sales to give insight on consumer health,0
1640,Jio Cinema buys digital streaming rights of UP encounter live telecast,1
1641,Assocham says Modi government 'work in progress'; tax; NPAs to be fixed,0
1642,Imran Khan finds cure for Coronavirus,1
1643,Google To Launch Face Recognition Unlock For Google Docs,1
1644,Medical students from Karnataka seek Centre's help to return to China,0
1645,PM Narendra Modi to launch 9 highway projects worth Rs 14k crore in Bihar,0
1646,Uttar Pradesh: Youth shot dead in front of father for testifying in rape case,0
1647,Over 2.8 crore children; women wait for supplies under Integrated Child Development Scheme,0
1648,City Punjabi associations to raise money for drought-hit Marathwada,0
1649,More Trouble For Aryan Khan As Younger Brother Abram Accuses Him Of Snorting His Bournvita ,1
1650,Man Writes Joke On Religion After Court Rejects His Euthanasia Request,1
1651,Win a chance to represent India at the World Sudoku Championship 2019,0
1652,Economy Deliberately Slowed Down To Divert Attention From The Kashmir Issue,1
1653,US reviews September 11 attack files after families told Biden to skip memorial,0
1654,COMIC: When Arun Jaitley accepted an article critical of him,1
1655,UnReal Report: PM Modi trolls one and all with his surgical strike on black money,1
1656,"Barkha Dutt to release second book titled “I don’t care about you, Mr. Goswami!”",1
1657,burglars gang with inter state op busted 4 held for 1cr theft,0
1658,Defeat in 2015 final to Serena helped Garbine prepare for 2017 success,0
1659,Facebook Wall: The Journalists – Lawyer Vikram Chauhan standoff spills over to social media,1
1660,"SC Fines Lawyer Prashant Bhushan ₹1, Prashant Bhushan Gives A Ten Rupee Note And Says Keep The Change. Another Contempt Of Court",1
1661,'Dissatisfied' Uttarakhand BJP leaders take to social media to air grievance,0
1662,About 400 Hyderabad children come together to celebrate Tiger Day,0
1663,Facebook Wall: Reactions to nominations for Padma Awards on Republic Day,1
1664,COMIC: How Arvind Kejriwal bid farewell to Yogendra Yadav and Prashant Bhushan,1
1665,No transparency in admission process: Students; say students applying to arts colleges,0
1666,Prevent polluted water from reaching the lake; monitoring panel tells Maradu municipality,0
1667,SKIT: “My name is Sonia and I am not an Italian!”,1
1668,Prime Minister Narendra Modi values diaspora; revived pravasi meet glory,0
1669,The (Un)Real Story behind Salman Khan’s remarks,1
1670,Maharashtra: -ve test report must for train travellers from 5 states; Delhi,0
1671,Newshour panelist cries in joy after being able to hear own voice and complete sentence fully,1
1672,Over 13 lakh driving licences issued in Bengaluru districts between 2019 & 2021,0
1673,BREAKING: UN finds a solution to Imran Khan’s worry about Kashmir,1
1674,"Busy closely observing Indian Politics ahead of its General Election, Joe Biden mistakenly files his nomination with ‘Election Commission of India’",1
1675,AB de Villiers and Amla to be given Indian citizenship following extended stay in India,1
1676,Ravi Shastri cracks McKinsey case interview; to retire from cricket commentary »,1
1677,Sexual harassment case exposes major chinks in Metro security,0
1678,Central Water Commission had forecast 900 million MCM of water into Ukai dam in 48 hours,0
1679,"After liberals, now God raises concern over death of Kashmir terrorists citing shortfall of virgins",1
1680,UnReal Toon: When Arvind Kejriwal saw Narendra Modi’s blood boil,1
1681,mayor orders probe as roads dirty due to faulty mechanized cleaning,0
1682,as city peeps look to boogie away their pandemic blues is the party on in chennai,0
1683,Students union polls signal no trends for assembly elections,0
1684,Help desk set up to assist persons with disabilities at Mega Job Fair,0
1685,Ram Gopal: SP; BSP will decide contours of UP grand alliance,0
1686,"Zack Snyder announces delay in Batman vs Superman, movie to be edited to accommodate Kanhaiya Kumar",1
1687,Rutuja; Antara lead SKS cagers to triumph in state-level basketball,0
1688,Disaster management body seeks report on preparedness in Manmad petroleum complex,0
1689,Unsung heroes: Salute to common soldiers who keep India safe,0
1690,Student death: Calcutta HC summons IIT-Kharagpur director VK Tiwari; orders fresh report,0
1691,Leuva Samaj planning to set up medical centres across country,0
1692,6 people other than Shashi Tharoor who have demanded reparation from the Britishers,1
1693,High court notice to education department over Teachers Eligibility Test exam,0
1694,Rapist totally shocked after no one comes to file his mercy plea,1
1695,"BJP leader who wanted to appear on Aap Ki Adalat courts controversy, gets invited to show",1
1696,US; China in bitter showdown at UN over sanctions on Masood Azhar,0
1697,Enthusiastic voting in Vaishali; birthplace of first republic,0
1698,Arvind Kejriwal to Upload the Proof of ‘He Can Die For The Country’ on Youtube Today,1
1699,Web of tracks; switches complicates NY Penn Station summer repairs,0
1700,State govt secretaries are statues; they only listen and not act: HC,0
1701,"Astronomy student claimed he found a new planet, later found telescope lens had a dirt mark on it",1
1702,Cigarette Company prints ‘immunity booster’ on pack,1
1703,International Women's Day: Woman cop turns home minister for a day,0
1704,May jail those not wearing masks; violating social distancing norms: Goa CM,0
1705,Mumbaikars Kept Lights Off Even After Power Restores To Show Mumbai Spirit; Grid Fails Again,1
1706,Pune: Display expiry date for loose sweets or face fine up to Rs 2 lakh; says FDA,0
1707,Pakistans envoys go to US about Kashmir US tells them to end cross border attacks,0
1708,Facebook Wall: Controversy over Rahul Gandhi’s alleged British citizenship spills over to social media,1
1709,Big Hole Discovered On A Delhi Road; CM Kejriwal Suspects UFO Landing.,1
1710,Sonu Sood To Bring Boris Johnson To India After Boris Johnson Cancels His Visit Citing Pandemic,1
1711,Man Arrested for Mourning the Loss of Imran Khan Trust Vote Turns Out to be a Mumbai Indian Fan,1
1712,Activist caught pouring water in pacific ocean only to blame climate change for the rising sea level,1
1713,Know why Shahid Kapoor-Mira Rajput have still not named their newborn,0
1714,Standup comedian blames govt for the economic slowdown after not a single ticket of his show got sold,1
1715,An exhibition to celebrate women champions of Austria and India,0
1716,UnReal Toon: The unique relationship between Shiv Sena and BJP,1
1717,I-T officials raids Riddhi Siddhi Bullions Limited's office in Surat,0
1718,80% of planned coal power plants in India; four Asian nations,0
1719,More road accidents in upscale tech corridor than highways; reveals data,0
1720,Middle Aged Man Asks Refund From His Yoga Teacher For Not Wearing Yoga Pants,1
1721,In Pictures: How Sri Sri Ravi Shankar resolved the Yamuna floodplain World Culture Fest controversy,1
1722,We have better strike rate; deserve twice as many seats: Mahila Morcha,0
1723,Lucknow resolves to fulfil the dream of its most-loved chronicler,0
1724,Cities like Pune will have to heed WHO warning on diabetes-TB link,0
1725,Despite cloudy skies; most parts of state witness lunar eclipse,0
1726,Bishop arrested after he tries to convert an AI Robot,1
1727,"Owaisi upset as saffron colour reaches Bollywood, threatens to boycott screening of Dilwale",1
1728,Foreign Minister SM Krishna pokes Hina Rabbani Khar on FB after India successfully test-fires Agni-V »,1
1729,"After the ‘Aakaash’ tablet, Kapil Sibal unveils ‘Paataal’, the poor man’s smartphone »",1
1730,FACEBOOK SNIPPET: When Internet Hindus defended Sagarika Ghose against Arnab Goswami,1
1731,Legalized colonies for public welfare: BJP; land mafia benefited more; counters Cong,0
1732,Yeh Hai Mohabbatein June 14; 2017 written update: Raman apologizes to Aliya,0
1733,Five states start culling stale criminal cases; cut pendency,0
1734,"Rahul Gandhi petitions President to shift Independence Day from Saturday to Monday, wins plaudits",1
1735,"Govt Deliberately Presented Good Budget To Avoid Criticism And Thereby Weaken The Democracy, Accuses Opposition",1
1736,BJP to give center fresh to Pragya Thakur before every parliamentary discussion. #ZubaanPeRakheLagaam,1
1737,"MC Stan Wins Bigg Boss 16, Says Will Develop Dharavi with Prize Money as Adani Stocks Dips Further",1
1738,"After removing “Om” from Yoga, Modi govt to remove “Veda” from “Ayurveda”",1
1739,'Moonlight'; 'Beloved' to check Inter exam copies in Saran district,0
1740,UnReal Exclusive with Sachin Tendulkar: The Master turns 43!,1
1741,Some relief; but miles to go before district catchments fill,0
1742,Engineer arrested for hurling petrol bombs at CPI (M) office in Coimbatore,0
1743,Climate pact: Shifting onus on China; India unfair; say experts,0
1744,Covid: National tally crosses 22;000 with 36% jump in 24 hours,0
1745,ASI seals fact: PM Modi's hometown Vadnagar was 'Anandpur' 1;800 years ago,0
1746,Adarsh scam: Guv likely to allow CBI to prosecute Ashok Chavan,0
1747,Revealed: North Indians Indeed a Burden on South Indians Due to the Principles of Gravity,1
1748,Armaan Malik The Jai Ho hitmaker recently performed in Ahmedabad,0
1749,Pak needs to show civilized behaviour for talks: Sonia Gandhi,0
1750,Stephen Collins divorce settled with confession tape under wraps,0
1751,Modi’s Louis Vuitton shawl sparks new trend of making random claims,1
1752,Cops set to destroy over 2;700kg of seized narcotics from today,0
1753,Maharashtra's no to demand for filling PG medical seat option afresh,0
1754,"Donald Trump silences tax return seekers, participates in India’s Income Declaration Scheme",1
1755,Ola Driver Asks Customer’s CIBIL Score Before Arriving at the Pick Up Point,1
1756,Pranab Mukherjee bends the space time continuum by deferring retrospective taxes to the future »,1
1757,Gurugram: RTI activist; sons held; accused of cheating banks over property loan,0
1758,HC says police well within powers to book Dhinakaran; others,0
1759,With no waste being processed; Sonsoddo dump scales new heights,0
1760,"Bhai fans stop using ‘Like’ on FB, WhatsApp, after Thumps Up drops Salman Khan as brand ambassador",1
1761,Rain; erratic supply of dose and festivals blamed for poor vax coverage in Jharkhand,0
1762,Four Final Year Engineering Students Expelled From College For Their Invention,1
1763,"Hit by financial losses, Vijay Mallya launches cash crunch edition of Kingfisher 2012 calendar »",1
1764,I didn't have any hesitation in playing a mother of two kids,0
1765,PILs against major irrigation project in Mumbai: HC seeks Centre's reply,0
1766,McDonald’s To Suspend Business in India After India Misfires Missile on Pakistan,1
1767,"Man Comments “Talaq, Talaq, Talaq” After Seeing Wife’s #10YearChallenge Pictures",1
1768,"Facebook Wall: Leggy brunettes, absconding billionaires and flashing revolutionaries",1
1769,Farmers want cooperative banks to resume full-fledged ops soon,0
1770,Chennai building collapse: Two of nine bodies yet to be identified,0
1771,Cabinet clears CM Covid treatment plan; pays tribute to deceased MLAs,0
1772,Raj Thackeray to now decide from where India should buy onions,1
1773,“Was Reading 2 Minutes Condolence Silence On My Phone” Clarifies Rahul Gandhi,1
1774,Pakistan Ready To Take Indian Made COVID19 Vaccines If India Doesn’t Tell This to Anyone,1
1775,People now want quick results - no party gets extensive time,0
1776,"With rising positive corona cases in Mumbai, negative patients will be quarantined instead of positive ones.",1
1777,TP Chandrasekharan murder case: Post FB row; CPM shifts stand on 'killer squad',0
1778,KDA V-C asks consultant company to develop Kanpur as 'Aerotropolis City',0
1779,Pakistan Film Industry invites Arvind Kejriwal to review their movies after his tweet on India’s “isolation”,1
1780,"Taliban Condemns Auctioning of Women in IPL, Calls it Regressive, Patriarchal and Against Women Empowerment",1
1781,Pride Group Demands Gender Neutral Covid19 Vaccines,1
1782,Now Congress demands that Giriraj Singh cry on floor of the House for his remarks on Sonia Gandhi,1
1783,Telephone facility for Central Jail inmates hits post-paid hurdle,0
1784,2002 hit-and-run case: Kapil Sibal to appear for Salman Khan,0
1785,Dimple Kapadia attends the launch of multi-city dining app; DishCo in Mumbai,0
1786,Trees axed for Keshtopur canal beautification; activists see red,0
1787,Rs 63 crore water dues; 22 builders in Greater Noida get recovery notices,0
1788,CDC study: Vaccinated people can carry as much virus as others,0
1789,Leftists try to catch Covid in attempt to make #TheVaccineWar a flop,1
1790,H D Kumaraswamy did not complain against Siddaramaiah during meeting with Rahul: Venugopal,0
1791,"Google unveils the new Corrigendum Microscope to auto-locate, magnify clarifications by newspapers",1
1792,"Punjab Youths Protest Against Political Parties’ Promising Free Tablets To Students, Ask to Change It To Powder",1
1793,PM Modi flies into cricket match to discuss strategy for winning at home with R Ashwin,1
1794,Why Ashutosh is a role model for India’s youth,1
1795,Livid Ravi Shankar Prasad demands his own resignation over ludicrous draft encryption policy,1
1796,BMC now plans to levy fee to collect wet waste from hsg societies,0
1797,Head Bush will narrate underworld don Jayaraj's origin story: Shoonya,0
1798,Govt for out-of-court settlement with firm in Aguada land issue,0
1799,Verma; wife 'bribed' MHA officials to help Sig Sauer seal deals,0
1800,"Accused Of Sexual Harassment, Man Can’t Even Speak Good English",1
1801,Kochi: Thrikkakara to strictly impose ban on single-use plastic bags,0
1802,TMC Tree Authority formed; but greens see red at being left out,0
1803,Mangaluru: Pandemic forces 'Triple Talaq' director to return to scrap business,0
1804,SC to form Collegium to decide people’s gender,1
1805,Honeypreet's bail plea: Delhi High court reserves order; asks her to surrender,0
1806,A Liberal’s map of India (Game of Thrones style),1
1807,IIT-M to now provide dream escorts to ensure emotional security of female students on campus »,1
1808,Jails in Rajasthan identifying spaces within premises to isolate coronavirus suspects,0
1809,Give homoeopathy medicines to patients at civil hospital: Maharashtra MLA,0
1810,Robert Rodriguez: Rose McGowan told me that Harvey Weinstein assaulted her,0
1811,Diesel Brand Launches Jeans With A Rear Zipper After SC Decriminalised Section 377,1
1812,Thai telecom firm True 2015 profit surges; expands mobile market share,0
1813,College principals term 1% decline in cut-off marks in FYJC 2nd merit list unprecedented,0
1814,"Impressed with Rohit Sharma’s talent, UAE to build world’s tallest invisible tower Burj Al-Talent",1
1815,Indica cab drivers welcome the choice of Lionel Messi as Tata Motors brand ambassador,1
1816,CBSE says crisis 'golden opportunity' to learn something new,0
1817,Evil Tomato! BJP’s strategy to counter rising prices,1
1818,Girl crashes into another car while Shooting Her Youtube Video ‘Girls Are Better Drivers’,1
1819,PM Modi To Address The Nation To Show His New Look,1
1820,Man Drives His Car Into An Election Rally Crowd After Police Tried To Catch Him For Not Wearing Mask,1
1821,Telangana: As Covid cases jump; Warangal village resembles a ghost town,0
1822,Stephen's students scale the wall with gusto at hiking championship,0
1823,12;746 drop in State Eligibility Test applications this year; highest from Pune centre,0
1824,Mumbai: No proof; sex worker held for murder of cop in 2014 acquitted,0
1825,Bengal elephant rampage indicates rising intolerance in jungles: Derek O’Brien,1
1826,New Zealand cricket board hires super over coach,1
1827,Four Indian cities in preferred travel destinations in Asiaindia travel,0
1828,True Caller Takes Caller To Receiver’s Home After Reciever Didn’t Pick The Call,1
1829,No entry test for 2019-20 admissions to Delhi University; Jawaharlal Nehru University,0
1830,Man files petition in Supreme court against same marriage sex,1
1831,Terrorists slip into depression after world leaders strongly condemn Munich attack,1
1832,Halloween celebration: Spooky decoration items for your house party,0
1833,COMIC: Aaj Tak trolls Amit Shah,1
1834,Rajasthan University: Cops resort to lathicharge to disperse supporters,0
1835,sbi po pre result 2019 announced sbi co in check direct link he,0
1836,We can definitely win back-to-back World Cups: Germany coach Joachim Loew,0
1837,Velip compares Modi to Mahatma Gandhi for his 'bold decision',0
1838,Alia Bhatt Wishes Priyanka Chopra Ahead Of Mary Kom’s Pre-Quarterfinal Match,1
1839,Arnab Goswami to start “Revelation On Sunanda” challenge along the lines of Ice Bucket Challenge,1
1840,state will stick to centres guidelines on avian flu no case reported so far,0
1841,India urges US and Pakistan to resolve issues through peaceful dialogue »,1
1842,Happy Birthday Swasika: M-Town celebs wish the state award winning actress,0
1843,"Zomato Delivery Boy Mistaken For Entrepreneur At Shark Tank, Gets 1 Crore Funding",1
1844,Kejriwal announces free fire extinguishers to Delhites after Delhi Fire incident,1
1845,Gujarat: Medical; dental seat allotment rescheduled to July 9,0
1846,"About Nobody, Somebody and Mad",1
1847,Mumbai Dabbawalas warn Shiv Sena to form the government by today or else they will show majority by tomorrow,1
1848,Congressâ offer of support to AAP: Arvind Kejriwal says Cong-BJP conspiracy to undermine AAPâs image,1
1849,Hyderabad: Constable caught taking Rs 20;000 bribe in dowry harassment case,0
1850,"Amidst High Oxygen Demand Due To Rising Covid Cases, Two Class 12 Students Of Pune Design A Protoype That Generates Oxygen",1
1851,Indore: NRI; brother held after staff file harassment complaint,0
1852,"Arvind Kejriwal slams media for showing AAP ahead, says deep rooted conspiracy to hurt AAPâs chances",1
1853,As police scrape tinted films off cars in Lucknow; dealers supply more,0
1854,Hijab Round to be Added in Miss Universe Contest After Harnaaz Sandhu’s Interview,1
1855,AAP to stage dharna against dengue causing mosquitoes,1
1856,Pakistan PM Imran Khan Meets Srilankan PM Mahinda Rajapaksa to Raise $ 100 Million,1
1857,Aurangabad cops to focus on basics of FIR writing to raise conviction rate,0
1858,Microsoft to crash Windows systems across the world in memory of Steve Jobs »,1
1859,In Hathras village; Dalit families say they live alone; eat alone,0
1860,Stark inequality: Oxfam says 8 men as rich as half the world,0
1861,Faridkot abduction'Gundagardi' effigy burnt at protest rally,0
1862,Noida: No cops to stop them; bikers on wrong side have a free run here,0
1863,Kajol comeback Kajols TV debut might be the desi adaptation of a Danish drama,0
1864,Depressed Starkid Tries To Hang Himself On AC After Couldn’t Find A Fan In The Room,1
1865,UnReal Toon: When PM Narendra Modi heard about OP Dhankar’s remarks on farmer suicides,1
1866,Maharashtra: Farmers bring fresh packed veggies; fruits to doorstep,0
1867,Youth Congress leader's murder may hit party's poll chances in Latur,0
1868,Father sues college after a female student was found in his son’s mechanical engg class,1
1869,Who bugged Pranab da’s office? The inside story »,1
1870,LEAKED: Pierce Brosnan’s Gmail inbox after his endorsement of “Pan Bahar”,1
1871,'Tech expert' Coutinho recorded Obama assassination clip himself in Goa,0
1872,Bear Grylls Complains Of  Stomach Upset After Having Pan Masala While Doing An Episode of Man vs Wild With Ajay Devgn,1
1873,Flyer attempts to open plane door; tries to stab crew with spoon in US,0
1874,South Bombay girl breaks up with boyfriend for not having all-weather AC after Mumbai temp drops to 22℃,1
1875,2015 in Review: Year of expert goofing! – Part I,1
1876,CPI (ML) general secretary: CM has surrendered before PM Narendra Modi,0
1877,Dictator Modi reaches court to get approval to do a rally in his own country,1
1878,For this mountaineer climbing Everest easier than entering Mahakal temple,0
1879,Traditional with a modern twist few can beat spirit of Chennai,0
1880,Greta Thunberg skips Lohri event,1
1881,Centre's decision on Chinese apps applicable to all: Bihar ADG,0
1882,Delhi Police Officer Demands to be Sent directly to Olympics After he Beats Wrestler Protesting at Jantar Mantar,1
1883,Woes persist in commercial capital even as traffic cell rakes in revenue,0
1884,Jet Airways flight makes emergency landing after Himesh Reshmmiya gives an in-flight performance,1
1885,Opposition demands Modi’s resignation after South Africa demotes Hashim Amla from opening slot,1
1886,Navi Mumbai: Nerul hospital canteen waiter held for molesting 2 minors,0
1887,450 delegates of Tablighi Jamaat from Tamil Nadu admitted in Delhi hospitals,0
1888,Bangladesh and Pakistan happiness index ranking improves as India loses WorldCup final,1
1889,Karnataka governor Vajubhai Vala bound by SC order to call Congress-JD(S)?,0
1890,Aman Bathla pays tribute to The Club Of Lucknow's founder member Tehrim Dass in Lucknow,0
1891,Pakistanis Caught Painting Tricolour On Its Shot Down F-16 Aircraft,1
1892,Police seek m otorists' help to ease traffic during Onam in Kochi,0
1893,"News of Priyanka replacing Rahul for UP polls: The UnReal Times, Faking News stage dharna at Cong HQ",1
1894,Kumkum Bhagya written update May 26; 2017: Alia slaps Tanu for getting Abhi kidnapped,0
1895,Man coolly gets to ATM machine after flashing Samsung Galaxy Note 7 to queue,1
1896,Attempt to portray false image of Punjab: Takht head Jathedar Giani Harpreet Singh,0
1897,Milind Soman’s Running Naked On Beach Photo Circulated As Migrant Labour From Bihar,1
1898,Man fails ‘No nut November’ after he watches Alt Balaji series,1
1899,Delhi unit leaders visit Sonia Gandhi; say it's a courtesy call,0
1900,X-Ray refutes Salman’s fans’ claim that Salman Khan has a golden heart,1
1901,"Due to Security Reasons, SC Judges Likely to Wear Hijab While Giving Judgement On Hijab Issue",1
1902,The birth of a political revolution,1
1903,'Doctor Who' star David Tennant to play Don Juan on London stage,0
1904,Kanchi pontiff; 82; dies; to be laid to rest on mutt premises,0
1905,India to take a day break from “Getting Rid of Symbols of Slavery” Campaign to mourn Queen Elizabeth II death,1
1906,Bournvita to sell empty bottles as it removes Sugar to make it a health drink,1
1907,Woman wishes to marry a Bollywood actor to become interior designer,1
1908,Commuters suffer as rains expose civic bodies' lack of preparedness,0
1909,ChatGPT to improve itself listening to Bageshwar Dham Sarkar,1
1910,Adarsh Employee Series Part I: 10 traits of an Adarsh Microsoft employee,1
1911,No better choice for top job than Advani; says Shatrughan Sinha,0
1912,Corrupt Politician sentenced to 10 years of BJP Office,1
1913,Expect 36;580 doses for 18-44 group next week; Goa government tells HC,0
1914,Day after violence; Lucknow University to probe less; bad food charges,0
1915,CM Yogi To Rename Diwali To Christmas In Order To Reduce Pollution Caused By Firecrackers,1
1916,COMIC: When Indian Liberals connected the dots after attacks on religious places in Delhi,1
1917,UP Police drags a man from Lahore for shouting ‘Pakistan Zindabad’ slogan,1
1918,RBI pats Maharashtra's rapid action plan for containing Covid in Dharavi,0
1919,Boeing sees growth in demand for airplanes in Southeast Asia,0
1920,Virat Kohli’s Inception: How he came to be India’s captain,1
1921,Officials action defuses tension following inter-caste wedding in Igatpuri village,0
1922,Kejriwal Keeps Two Half Moustaches To Woo The Voters Of Punjab And Goa At Once,1
1923,Pakistan Likely To Do Another Terrorist Attack On India To Get A Walk Over In World Cup,1
1924,Trucker hurt in Udhampur attack dies;triggers protests; 9 held,0
1925,Delhi weekend curfew: Public transport only for those in essential services,0
1926,Mumbai Police Mistakenly Issues Challan To Porn Hub After Engineer Complains Of Heavy Traffic,1
1927,Bureau's birth virtually rings death knell for 35-year-old Lokayukta,0
1928,Mercury crosses 44 degrees Celsius in Bhubaneswar for second day,0
1929,Earlier digs unrestored; company gets nod to lay 50km cable; 350km more in offing,0
1930,India-England Test Series: The Return of the Gladiator »,1
1931,IIM-L ties up with Danish varsity to study innovative helathcare,0
1932,"Ravi Shastri character to be killed off in ongoing season, say BCCI Scriptwriters",1
1933,We must analyse LF's declining popularity; says Tripura state secretary,0
1934,Cognizant: Expect things to improve in the second half of 2016,0
1935,Haryana: Two Youngsters Die While Murdering A Cake On Friend’s Birthday,1
1936,Surat: Two-year-old drowns in water container at home in Bhatar,0
